"","p0q0"
"1",0.24297961592674255
"2",0.23313798010349274
"3",0.24244429171085358
"4",0.21295180916786194
"5",0.2381853461265564
"6",0.20441335439682007
"7",0.20947176218032837
"8",0.20523574948310852
"9",0.23390202224254608
"10",0.2107802778482437
"11",0.23063716292381287
"12",0.21163728833198547
"13",0.22711986303329468
"14",0.234613299369812
"15",0.22401109337806702
"16",0.21452611684799194
"17",0.2040058970451355
"18",0.21805624663829803
"19",0.23713381588459015
"20",0.2128557413816452
"21",0.20611636340618134
"22",0.20939652621746063
"23",0.23389571905136108
"24",0.25929346680641174
"25",0.26744183897972107
"26",0.2657627761363983
"27",0.27169010043144226
"28",0.2439420521259308
"29",0.2668786644935608
"30",0.2357020378112793
"31",0.24780718982219696
"32",0.23320278525352478
"33",0.2674708068370819
"34",0.24726231396198273
"35",0.26425158977508545
"36",0.23718999326229095
"37",0.2670184373855591
"38",0.2753719985485077
"39",0.2637931704521179
"40",0.24562647938728333
"41",0.23261523246765137
"42",0.26135921478271484
"43",0.27170729637145996
"44",0.27376434206962585
"45",0.24546374380588531
"46",0.2739028036594391
"47",0.2919933497905731
"48",0.28649958968162537
"49",0.27678218483924866
"50",0.2625778019428253
"51",0.27013760805130005
"52",0.25617772340774536
"53",0.2705055773258209
"54",0.2406744807958603
"55",0.26410993933677673
"56",0.23306986689567566
"57",0.28727471828460693
"58",0.25428709387779236
"59",0.2716497778892517
"60",0.24692870676517487
"61",0.28789564967155457
"62",0.2837119400501251
"63",0.30306559801101685
"64",0.2505301237106323
"65",0.24904687702655792
"66",0.2624973952770233
"67",0.278928279876709
"68",0.2842249870300293
"69",0.2497098296880722
"70",0.30806809663772583
"71",0.29353344440460205
"72",0.27193185687065125
"73",0.25237762928009033
"74",0.2454293817281723
"75",0.25254249572753906
"76",0.23049186170101166
"77",0.24700723588466644
"78",0.21833491325378418
"79",0.23358295857906342
"80",0.21843361854553223
"81",0.24475879967212677
"82",0.2331516146659851
"83",0.24744966626167297
"84",0.22471153736114502
"85",0.2373284250497818
"86",0.2564347982406616
"87",0.24325382709503174
"88",0.22789910435676575
"89",0.22197523713111877
"90",0.2375086098909378
"91",0.25169137120246887
"92",0.24367161095142365
"93",0.22580131888389587
"94",0.23553797602653503
"95",0.2550213634967804
"96",0.269720196723938
"97",0.21289481222629547
"98",0.21036209166049957
"99",0.2211219072341919
"100",0.20562365651130676
"101",0.21566425263881683
"102",0.19869080185890198
"103",0.19626934826374054
"104",0.18726137280464172
"105",0.21038678288459778
"106",0.19576534628868103
"107",0.2118581086397171
"108",0.20293547213077545
"109",0.2081855833530426
"110",0.20929066836833954
"111",0.2089473307132721
"112",0.20620036125183105
"113",0.19375889003276825
"114",0.20770198106765747
"115",0.21868781745433807
"116",0.19992952048778534
"117",0.18675591051578522
"118",0.19556301832199097
"119",0.20658433437347412
"120",0.21583755314350128
"121",0.17453336715698242
"122",0.155456081032753
"123",0.17731620371341705
"124",0.1496637761592865
"125",0.16990187764167786
"126",0.14470063149929047
"127",0.13192471861839294
"128",0.12493962794542313
"129",0.17141202092170715
"130",0.14514699578285217
"131",0.1547982394695282
"132",0.14707019925117493
"133",0.1585511714220047
"134",0.15002767741680145
"135",0.1545400619506836
"136",0.15909647941589355
"137",0.13605870306491852
"138",0.15900802612304688
"139",0.15839330852031708
"140",0.14780855178833008
"141",0.13143162429332733
"142",0.12988236546516418
"143",0.15748503804206848
"144",0.1570633500814438
"145",0.11920025944709778
"146",0.10897547751665115
"147",0.14933086931705475
"148",0.1095752865076065
"149",0.1278587132692337
"150",0.10251574218273163
"151",0.10430525988340378
"152",0.09643782675266266
"153",0.11982464045286179
"154",0.10517311841249466
"155",0.11091194301843643
"156",0.10353506356477737
"157",0.11979569494724274
"158",0.10640960186719894
"159",0.12429598718881607
"160",0.1309424489736557
"161",0.09595925360918045
"162",0.11916924268007278
"163",0.12106357514858246
"164",0.11040244996547699
"165",0.09732107818126678
"166",0.0946056917309761
"167",0.1207195371389389
"168",0.12120256572961807
"169",0.06755298376083374
"170",0.06755298376083374
"171",0.06755298376083374
"172",0.06755298376083374
"173",0.06755298376083374
"174",0.06755298376083374
"175",0.06755298376083374
"176",0.06755298376083374
"177",0.06755298376083374
"178",0.06755298376083374
"179",0.06755298376083374
"180",0.06755298376083374
"181",0.06755298376083374
"182",0.06755298376083374
"183",0.06755298376083374
"184",0.06755298376083374
"185",0.06755298376083374
"186",0.06755298376083374
"187",0.06755298376083374
"188",0.06755298376083374
"189",0.06755298376083374
"190",0.06755298376083374
"191",0.06755298376083374
"192",0.06755298376083374
"193",0.2645406126976013
"194",0.260514497756958
"195",0.2457040548324585
"196",0.2526609003543854
"197",0.26463305950164795
"198",0.2298879623413086
"199",0.24835126101970673
"200",0.22768104076385498
"201",0.26662641763687134
"202",0.23241755366325378
"203",0.2746180295944214
"204",0.235939621925354
"205",0.27833065390586853
"206",0.26472577452659607
"207",0.30823710560798645
"208",0.23841002583503723
"209",0.23489712178707123
"210",0.24711528420448303
"211",0.27229171991348267
"212",0.2857816815376282
"213",0.22837266325950623
"214",0.31809869408607483
"215",0.31501707434654236
"216",0.2553764581680298
"217",0.08343268185853958
"218",0.08050595968961716
"219",0.11992371827363968
"220",0.08349484950304031
"221",0.09326010942459106
"222",0.07008030265569687
"223",0.07103585451841354
"224",0.06970451027154922
"225",0.0906384214758873
"226",0.07072144001722336
"227",0.08343268185853958
"228",0.06970451027154922
"229",0.0906384214758873
"230",0.07103585451841354
"231",0.09692256152629852
"232",0.1025247573852539
"233",0.06908130645751953
"234",0.09168076515197754
"235",0.08652304857969284
"236",0.07206844538450241
"237",0.06153470277786255
"238",0.061515580862760544
"239",0.08784155547618866
"240",0.09141440689563751
"241",0.09204202890396118
"242",0.0862528532743454
"243",0.12955424189567566
"244",0.08761844038963318
"245",0.10560854524374008
"246",0.07984380424022675
"247",0.08161237090826035
"248",0.07938019931316376
"249",0.09691234678030014
"250",0.08001391589641571
"251",0.0873045101761818
"252",0.0789608508348465
"253",0.09691234678030014
"254",0.08321066200733185
"255",0.10385160148143768
"256",0.11292081326246262
"257",0.07729797065258026
"258",0.09728635847568512
"259",0.0947335809469223
"260",0.08550599962472916
"261",0.07212897390127182
"262",0.07273245602846146
"263",0.09571236371994019
"264",0.10020416229963303
"265",0.40380924940109253
"266",0.26704615354537964
"267",0.36913996934890747
"268",0.31978514790534973
"269",0.3007241487503052
"270",0.2733691334724426
"271",0.29941287636756897
"272",0.3118029534816742
"273",0.3047299385070801
"274",0.29716068506240845
"275",0.2850184142589569
"276",0.3877207636833191
"277",0.29231032729148865
"278",0.3155724108219147
"279",0.299256831407547
"280",0.26751983165740967
"281",0.2897973358631134
"282",0.27600669860839844
"283",0.3189661204814911
"284",0.28627628087997437
"285",0.31868183612823486
"286",0.288078635931015
"287",0.31049007177352905
"288",0.3100898563861847
"289",0.3509105443954468
"290",0.44243910908699036
"291",0.2840408682823181
"292",0.4010646343231201
"293",0.32717403769493103
"294",0.42670881748199463
"295",0.38892120122909546
"296",0.3638280928134918
"297",0.29933401942253113
"298",0.4020262658596039
"299",0.3660469353199005
"300",0.3760979473590851
"301",0.3267205059528351
"302",0.3119255304336548
"303",0.44403076171875
"304",0.3481391966342926
"305",0.4139566421508789
"306",0.3591775596141815
"307",0.32348504662513733
"308",0.306443989276886
"309",0.297996461391449
"310",0.4013146162033081
"311",0.31449171900749207
"312",0.39115190505981445
"313",0.3577272891998291
"314",0.3438137173652649
"315",0.3718824088573456
"316",0.38816380500793457
"317",0.48247668147087097
"318",0.33258119225502014
"319",0.38763734698295593
"320",0.29517829418182373
"321",0.44156789779663086
"322",0.45484957098960876
"323",0.3562259078025818
"324",0.29829922318458557
"325",0.48413166403770447
"326",0.40413740277290344
"327",0.3802954852581024
"328",0.3287126123905182
"329",0.3039770722389221
"330",0.4202476441860199
"331",0.3340615928173065
"332",0.41258910298347473
"333",0.3609614968299866
"334",0.3289088010787964
"335",0.3289278447628021
"336",0.32557326555252075
"337",0.3618369400501251
"338",0.3374484181404114
"339",0.38616085052490234
"340",0.3274308145046234
"341",0.3658386468887329
"342",0.35734471678733826
"343",0.39656862616539
"344",0.48602211475372314
"345",0.3502884805202484
"346",0.3725966811180115
"347",0.30233392119407654
"348",0.3628438711166382
"349",0.34386327862739563
"350",0.30158156156539917
"351",0.266437828540802
"352",0.32721686363220215
"353",0.31405043601989746
"354",0.3200417160987854
"355",0.30656373500823975
"356",0.325760155916214
"357",0.40201953053474426
"358",0.3222731649875641
"359",0.3280930817127228
"360",0.32227230072021484
"361",0.2804115116596222
"362",0.2735721468925476
"363",0.26616981625556946
"364",0.33227041363716125
"365",0.2929824888706207
"366",0.31237202882766724
"367",0.3141290843486786
"368",0.2888706624507904
"369",0.32168617844581604
"370",0.3412235379219055
"371",0.4115309417247772
"372",0.29747164249420166
"373",0.36463889479637146
"374",0.32413822412490845
"375",0.3267785310745239
"376",0.26246723532676697
"377",0.2867335081100464
"378",0.22645626962184906
"379",0.2649562358856201
"380",0.2789861559867859
"381",0.2868032455444336
"382",0.2571207582950592
"383",0.2615324556827545
"384",0.37334346771240234
"385",0.27917179465293884
"386",0.29023754596710205
"387",0.2801419496536255
"388",0.23068810999393463
"389",0.248032346367836
"390",0.2279728651046753
"391",0.2959417998790741
"392",0.25697827339172363
"393",0.2808603048324585
"394",0.2548048496246338
"395",0.26283568143844604
"396",0.2892248332500458
"397",0.2965534031391144
"398",0.40235817432403564
"399",0.25413888692855835
"400",0.27372047305107117
"401",0.24435573816299438
"402",0.2167256474494934
"403",0.18417567014694214
"404",0.21418282389640808
"405",0.15538080036640167
"406",0.19332432746887207
"407",0.1906653344631195
"408",0.19336502254009247
"409",0.18757982552051544
"410",0.19130642712116241
"411",0.21164336800575256
"412",0.18923340737819672
"413",0.18957757949829102
"414",0.18697980046272278
"415",0.168549582362175
"416",0.1859487146139145
"417",0.1599937230348587
"418",0.1947868913412094
"419",0.17780359089374542
"420",0.18891604244709015
"421",0.1826571524143219
"422",0.19133628904819489
"423",0.18118497729301453
"424",0.2163325548171997
"425",0.2985662817955017
"426",0.17808660864830017
"427",0.2047777622938156
"428",0.1965327262878418
"429",0.1561189740896225
"430",0.12791146337985992
"431",0.15703848004341125
"432",0.11344744265079498
"433",0.12786829471588135
"434",0.1343752145767212
"435",0.13607332110404968
"436",0.14372073113918304
"437",0.14294692873954773
"438",0.1377214789390564
"439",0.13611936569213867
"440",0.14708682894706726
"441",0.13065974414348602
"442",0.12123819440603256
"443",0.13166402280330658
"444",0.12158986181020737
"445",0.13961826264858246
"446",0.12329492717981339
"447",0.12951713800430298
"448",0.12122561782598495
"449",0.12704946100711823
"450",0.12836429476737976
"451",0.14534860849380493
"452",0.21931341290473938
"453",0.11987575143575668
"454",0.07044051587581635
"455",0.07131770998239517
"456",0.07047010213136673
"457",0.07113761454820633
"458",0.07153069227933884
"459",0.07048951089382172
"460",0.07103453576564789
"461",0.07112136483192444
"462",0.0716104730963707
"463",0.0728887990117073
"464",0.06723129004240036
"465",0.07107283920049667
"466",0.07116539031267166
"467",0.07211456447839737
"468",0.0710100457072258
"469",0.07213272899389267
"470",0.0709763914346695
"471",0.07148770242929459
"472",0.07093954086303711
"473",0.07208284735679626
"474",0.07244976609945297
"475",0.06958179920911789
"476",0.07086925953626633
"477",0.07183080166578293
"478",0.07086925953626633
"479",0.07306746393442154
"480",0.06992997974157333
"481",0.3309426009654999
"482",0.2744899392127991
"483",0.39132070541381836
"484",0.48568105697631836
"485",0.3223181664943695
"486",0.2730552852153778
"487",0.41902393102645874
"488",0.3857276141643524
"489",0.3640699088573456
"490",0.2939881384372711
"491",0.27200186252593994
"492",0.38511940836906433
"493",0.31857308745384216
"494",0.38781604170799255
"495",0.326277494430542
"496",0.28853362798690796
"497",0.29631948471069336
"498",0.2957260012626648
"499",0.343744695186615
"500",0.3378308415412903
"501",0.3526218831539154
"502",0.29152750968933105
"503",0.3367861211299896
"504",0.34324920177459717
"505",0.38608357310295105
"506",0.4461267292499542
"507",0.31810712814331055
"508",0.11708011478185654
"509",0.13891863822937012
"510",0.09977070242166519
"511",0.09159387648105621
"512",0.1108451560139656
"513",0.06814204901456833
"514",0.08463253080844879
"515",0.09131893515586853
"516",0.09752310812473297
"517",0.09696749597787857
"518",0.09452060610055923
"519",0.09564690291881561
"520",0.09284063428640366
"521",0.09259208291769028
"522",0.09250134229660034
"523",0.0903184711933136
"524",0.0977010726928711
"525",0.08886254578828812
"526",0.09068356454372406
"527",0.09083443135023117
"528",0.0916459783911705
"529",0.07650415599346161
"530",0.09286198019981384
"531",0.08721522241830826
"532",0.092196986079216
"533",0.13985483348369598
"534",0.08401187509298325
"535",0.16447822749614716
"536",0.16763246059417725
"537",0.1264960616827011
"538",0.11101406067609787
"539",0.13620677590370178
"540",0.08787582069635391
"541",0.10662074387073517
"542",0.11226048320531845
"543",0.11451465636491776
"544",0.11973701417446136
"545",0.1167220026254654
"546",0.11284841597080231
"547",0.11554361134767532
"548",0.12043256312608719
"549",0.11079717427492142
"550",0.10340522229671478
"551",0.11355379968881607
"552",0.10203897953033447
"553",0.1151389628648758
"554",0.1026274636387825
"555",0.1107514277100563
"556",0.0997907742857933
"557",0.10892552882432938
"558",0.10678913444280624
"559",0.11612914502620697
"560",0.1824779510498047
"561",0.10407104343175888
"562",0.2373306155204773
"563",0.21955670416355133
"564",0.2436368763446808
"565",0.17814531922340393
"566",0.2402225285768509
"567",0.20050343871116638
"568",0.20430545508861542
"569",0.2072911411523819
"570",0.18844085931777954
"571",0.2137203812599182
"572",0.23802006244659424
"573",0.21654857695102692
"574",0.23414510488510132
"575",0.21048788726329803
"576",0.21966609358787537
"577",0.20466995239257812
"578",0.15545327961444855
"579",0.21100565791130066
"580",0.18279539048671722
"581",0.17565816640853882
"582",0.20962266623973846
"583",0.20996128022670746
"584",0.19442017376422882
"585",0.1843075007200241
